DP215224,CENTRO PASALUBONG DE TARLAC,Ligtasan Tarlac City,,,15,198-930-963-002 VAT,198-930-963-002
DP215225,BRUN AIRCONDITION & REFRIGERATION SALES AND,186 Iba Street Brgy.Salvacion Quezon City,,,0,008-602-336-000 VAT,008-602-336-000
DP215226,JUSTINE DUNGO,,,,0,,
DP215227,RC TIRE SUPPLY,Pangasinan,,,0,206-604-966-001 VAT,206-604-966-001
DP215228,SGZ LOGISTIC SERVICES,"15 Mandaue St, Dela CostaHomes II Caloocan City1400",,,0,283-448-557-000,283-448-557-000
DP215229,WESLIE ELECTRICAL REPAIR SERVICES,"Sta. Ana Ave., Davao City",,,0,126-532-914-000 NON VAT,
DP215230,AB SIGNATURES PRINTS & SOUVENIR SHOP,"Gatas Dist.,Pagadian City",,,0,175-743-537-001 VAT,175-743-537-001
DP215231,DAVAO CARPLUS INC.,"J.P. Laurel Ave., DavaoCity",,,0,004-749-629-002 VAT,004-749-629-002
DP215232,"ANDA RIVERVIEW MEDICAL CENTER, INC","Magallanes St.,Davao City",,,0,,
DP215233,J-MARTIN TIRES & BATTERIES,Tabuk City Kalinga,,,0,290-482-850-0000 NON VAT,
DP215234,"DOELEUR ELECTROSYSTEMS, INC.","Madrigal Business ParkAyala Alabang,MuntinlupaCity",,,30,219-297-482-00000,219-297-482-00000
DP215235,SNG DESIGN ENTERPRISE,,STEPHANIE GILES,,0,,
DP215236,REMINGTON HOTEL,,,,0,,
DP215237,TRIWYNN SPORTSWEAR AND MERCHANDISING,Brgy. San CristobalCalamba City,,,0,209-070-637-002 NON VAT,
DP215238,WRJ SCOTT PRINTS & ENTERPRISES,"Araneta - Libertad Sts.,Bacolod City",,,0,198-884-277-0000 NON VAT,
DP215239,"DSG SONS GROUP, INC.","Agdao Davao City, Davaodel Sur",,,0,000-074-902-00000 VAT,000-074-902-00000
DP215240,REDLINE AUTO PARTS,"S. Calo Avenue, Obrero,Butuan City",,,0,706-435-360-000 NON VAT,
DP215241,L-FIVE GROUP VENTURES CORPORATION,"Circumferential RoadBrgy. 10-A, Davao City",,,0,009-377-262-001 VAT,009-377-262-001
DP215242,SUPER AA AUTOMOTIVE INCORPORATED,,,,0,,
DP215243,REJANE EMMARIE T. NELLAS,ADMIN-CEBU,,,0,,
DP215244,SHELLA P. TRIBIANA,AUDIT,,,0,,
DP215245,CHRISTINE FE. E. BOBIS,ACCTG.,,,0,,
DP215246,PRECIOUS MARIE D. ALQUILOS,,,,0,,
DP215247,CLAY & CHAZ TRADING CORP.,"PENG BLDG.,NARRA EXT.,VILLAMONTE,BACOLOD CITY",,,0,008-926-283-0000,008-926-283-0000
DP215248,MYT TIRE SUPPLY,Plaridel Bulacan,,,0,141-755-114-001 VAT,141-755-114-001
DP215249,DMT MARKETING,Osmena St. Cagayan de OroCity,,,0,902-363-485-000 VAT,902-363-485-000
DP215250,"INTERNATIONAL ELEVATOR & EQUIPMENT, INC.","Km. 23 West Service Road,Cupang, Muntinlupa City",,,0,000-407-656-000 VAT,000-407-656-000
DP215251,ROBERTO E. ANTIGO,Bohol,,,0,,
DP215252,SAN GABRIEL FEEDS SUPPLY,,,,0,,
DP215253,BALUYOT GENERAL MARKETING,,,,0,,
DP215254,"PEMARA LABELS (PHILIPPINES), INC.","Laguna Technopark,Binan City, Laguna",,,60,008-713-133-000 VAT,008-713-133-000
DP215255,J & R COMPUTER & ADZ SERVICES,Kidapawan City,,,0,462-808-956-000 NON VAT,
DP215256,MASBA GENERAL MERCHANDISE,"84 20th Ave., San Roque,Quezon City Gene N. AlbaoProp.",,,0,219-920-422-000 VAT,219-920-422-000
DP215257,JOSE CARLOS  B. NAPOLES,Technical Representative,,,0,,
DP215258,ZOLTAN A. DIMATULAC,Brand Manager,,,0,,
DP215259,MICHAEL D. BARLITA,Promo Assistant,,,0,,
DP215260,DRSA CARPENTRY SERVICES,"Brgy. Baesa, Quezon City",,,0,,
DP215261,CHERRYL CALLOS,Reliever,,,0,,
DP215262,JANETTE Z. ONG,dumaguete citynegros oriental,,,0,,
DP215263,CANDICE ANNE A. BAGOHIN,,,,0,,
DP215264,JENNIFER M. BAYHON,,,,0,,
DP215265,GACILLOS SURVEYING & ENGINEERING SERVICES,"1681 basilio st.,sampalocmanila",,,0,,
DP215266,JUAN CARLO RENIER,,,,0,,
DP215267,PRECIOUS MARIE A. PEGUIT,,,,0,,
DP215268,REGINE ALLEY A. SORRIDA,LOGISTIC - BINAN,,,0,,
DP215269,SHERWIN B. CAHILIG,BRAND,,,0,,
DP215270,VASHCORP INC.,935 Aurora BoulevardCubao Quezon City,,,15,008-550-122-000 VAT,008-550-122-000
DP215271,EXALTACION JACINTO,Silang Cavite,,,0,249-178-712-003 VAT,249-178-712-003
DP215272,BACOLOD TRINITY CHRISTIAN CHURCH,,,,0,,
DP215273,PORACAY VIBRO SAND RESORT,"poracay vibro sand resortBalik Brgy.Manibaug PasigPorac, Pampaga.",,,0,169-918-244-00,
DP215274,ITEC SUPPORT PLUS INC.,5th Flr. Peaksun Bldg.1505 Princeton St.Mandaluyong City,,,0,208-977-735-000 VAT,208-977-735-000
DP215275,LUCIA SUSAN ANTONIO,,,,0,,
DP215276,"SCHARLAB PHILIPPINES, INC.",18-G Miller Cmpd. Brgy.Bungad SFDM Quezon City,MITZIE BENITEZ,0917-5844368,30,008-584-978-000 VAT,008-584-978-000
DP215277,"SM MART, INC.","SM Cubao Bldg.,AranetaCenter Socorro CubaoQuezon City 1109",,,0,213-545-858-002 VAT,213-545-858-002
DP215278,LAARNI T. COLADO,,,,0,,
DP215279,JADE MEDICAL AND DIAGNOSTIC CENTER,"Brgy.Sto Tomas Biñan,Laguna",,,0,,
DP215280,BEST SOUTHERN GENESIS MOTORS INC.,"Brgy. Milagrosa, City ofCalamba, Laguna",,,0,008-566-805-000 VAT,008-566-805-000
DP215281,RANDALL MOTORCYCLE PARTS AND ACCESSORIES,"Magugpo Central, TagumCity",,,0,466-061-914-001 NON VAT,
DP215282,GEPCAR TCG PRINT CENTER,"Libertad, Surallah, SouthCotabato",,,0,108-989-951-000 NON VAT,
DP215283,RCBC SAVINGS BANK,Bacolod City,,,0,,
DP215284,EJ AGRI-VET TRADING CORP.,"Dadiangas South, Gen.Santos City",,,0,433-902-941-023 VAT,433-902-941-023
DP215285,FELIPE CERILO,,,,0,,
DP215286,WATER ENVIRONMENT ASSOCIATION OF THE PHILS.,,,,0,,
DP215287,"UCPB GENERAL INSURANCE COMPANY, INC.",22F ONE CORPORATE CENTERDOÑA JULIA VARGAS AVE.CORMERALCO ORTIGAS PASIG CIT,,,0,000-432-798-009 VAT,000-432-798-009
DP215288,TRAVELBEE MANAGEMENT CORPORATION,"W.O. Seno St.,North Recl-amation Area, Mandaue Ci-ty, Cebu.",,,0,439-408-995-004 VAT,439-408-995-004
DP215289,ROMEL C. LUZON,Jr. Area Tech.,,,0,,
DP215290,SWITZEA DESIREE A. PERALTA,Jr. Marketing Assistant,,,0,,
DP215291,UNITED ARCHITECTS OF THE PHILIPPINES,,,,0,,
DP215292,BRIXTON CONSTRUCTION & INDUSTRIAL SUPPLY CORP,"Kamias Road cor. AnonasStreet, Quezon City",,,0,007-822-001-000 VAT,007-822-001-000
DP215293,PAUL JOVANS  CASTILLON,,,,0,,
DP215294,CLEO V. ORFANO,,,,0,,
DP215295,JERIC GABRIELE CONCEPCION & JANELLA SILVERIO,,,,0,,
DP215296,GRACE PETRON SERVICENTER,Bacolod City,,,0,125-780-506-0000 VAT,125-780-506-0000
DP215297,JABONILLO GEN. MERCHANDISE AND CONSTRUCTION,Cagayan de Oro City,,,0,950-145-238-000 NON VAT,950-145-238-000
DP215298,GREASE MONKEY LUBRICANTS,"Mandurriao, Iloilo City",,,0,401-518-680-000 NON VAT,
DP215299,AIRPORT SHELL STATION,Airport Area SibulanNegros Oriental,,,0,200-144-115-003 VAT,200-144-115-003
DP215300,"STA.CLARA HOMEOWNER'S ASSOCIATION, INC.",bacolod city,,,0,,
DP215301,HERMIE FUR SHOP,Cabanatuan City,,,0,,
DP215302,EDGAR I. MALOLOY-ON,,,,0,,
DP215303,ML AGRIVET,,,,0,,
DP215304,JDESIGNET SIGN EXPRESS,San Pablo City,,,0,268-363-655-000 NON VAT,268-363-655-000
DP215305,PARTSMAN SALES CORPORATION,"853 Chavez St., PoblacionDavao City",,,0,005-816-537-000 VAT,005-816-537-000
DP215306,LAARNNIE V. MADELO,,,,0,,
DP215307,ICONCEPTS MULTIMEDIA & PRINTING SERVICES,Dumaguete City,,,0,,
DP215308,KATRINA SANEDEL C. SILANGA,,,,0,,
DP215309,MA. JONALYN E. MANGALILE,binan admin,,,0,,
DP215310,RGE INFINITE ENTERPRISE,"Dasmarinas City, Cavite",,,0,901-721-272-000 NON VAT,
DP215311,YOCK'S AUTO ELECTRICAL REPAIR SHOP,Cubao Q. C.,,,0,104-006-397-000 VAT,104-006-397-000
DP215312,ART & SIGN,Davao City,,,0,,
DP215313,LUBEMAN QUICK FIX CENTER,Davao City,,,0,,
DP215314,UP MANILA DEVELOPMENT FOUNDATION INC.,,,,0,,
DP215315,ALC PRINTING HOUSE,Puerto Princesa City,,,0,107-941-406-004 VAT,107-941-406-004
DP215316,SPARKLIGHT MARKETING INCORPORATED,29 Quirino AvenueBaclaran Paranaque City,,,0,007-208-824-000 VAT,007-208-824-000
DP215317,ARBY 888 TRADING,,,,0,,
DP215318,YVES ANNE BORRA,,,,0,,
DP215319,MARIA DARLA DOMINGUEZ,,,,0,,
DP215320,WINDY PEARL ALBA,,,,0,,
DP215321,ALBAO MOTOR SERVICES,Quezon City,,,0,219-920-422-002 VAT,219-920-422-002
DP215322,G-3 SUPPLY AND MARKETING,"Sta. Ana Ave., Davao City",,,0,936-622-461-000 VAT,936-622-461-000
DP215323,ANTONIO M. SALVADOR,Promo Assistant - NL1,,,0,,
DP215324,AVEGILE P. LIBAN,,,,0,,
DP215325,JUNE REY  M. RIVAS,,,,0,,
DP215326,ARMANDO E. CAUILAN JR.,Jr. Area Technical,,,0,,
DP215327,DELI MASTER,"Greenhills, San Juan City",,,0,,
DP215328,CHEMTRADE CHEMICALS US LLC,90E Halsey Rd. ParsippanyNJ 07054,,,0,,
DP215329,LOURDES M. BRIONES,,,,0,,
DP215330,GOLD SWORTH TRADING CORP,"Brgy. Dona Josefa,Quezon City",,,0,,
DP215331,CALEB MOTOR CORPORATION,"Palestina Pili,Camarines Sur",,,0,005-532-084-000 VAT,005-532-084-000
DP215332,REAL LUBEMAN AUTO SERVICE CENTER,Davao City,,,0,000-065-432-002 VAT,000-065-432-002
DP215333,TITA ROSE TAN,,,,0,,
DP215334,MARIAN AIR TICKETING SERVICES,Butuan City,,,0,243-938-585-001 NON VAT,
DP215335,DONNA AUTO AIRCONDITIONING SYSTEM SERVICES,"285 Bonny Serrano Ave.,Murphy, Quezon City",,,0,220-832-516-000 VAT,220-832-516-000
DP215336,"GENCARS NAGA, INC.","Palestina Pili, CamarinesSur",,,0,265-402-677-000 VAT,265-402-677-000
DP215337,RAISER'S MARKETING,Leyte,,,0,,
DP215338,NIAGARA ELECTRIC POWER EQUIPMENT INC,147 Argonne St AdditionHills San Juan City,,,0,004-635-034-000 VAT,004-635-034-000
DP215339,MAGNEMITE ENTERPRISES,Binan Laguna,,,30,154-858-166-000 VAT,154-858-166-000
DP215340,"EVERGOOD PLASTIC INDUSTRY, INC.","181 Bagbaguin Rd., Brgy.Bagbaguin, Meycauayan,Bulacan",,,30,218-518-728-000 VAT,218-518-728-000
DP215341,CITIES EVENTS PLACE,"30 sgt.esguerra st., que-zon city",,,0,008 102 240 001,
DP215342,"MAPECON PHILIPPINES, INC.",2459 Arellano Ave Brgy746 Zone 81 Malate Manila,,,0,000-348-276-000 VAT,000-348-276-000
DP215343,CW HOME DEPOT - BALINTAWAK,Balintawak Quezon City,,,0,225-311-296-000 VAT,225-311-296-000
DP215344,VARG ENTERPRISE,"Brgy. Barandal, CalambaCity Laguna",,,30,288-796-412-000 NON VAT,
DP215345,ADME DIGITAL ADVERTISING,marikina city,,,0,425-773-866-000,
DP215346,DIA SHEIL BOTIQUE,Quezon City,,,0,193-987-381-000 VAT,193-987-381-000
DP215347,JETH IVERSON CARWASH AND DETAILING CENTER,Naga City,,,0,230-044-454-000 NON VAT,
DP215348,FJFK SANGRE PRINTING AND MERCHANDISING,"Los Banos, Laguna",,,0,154-578-574-000 NON VAT,
DP215349,FARMSTATION AGRI-VET,,,,0,,
DP215350,"SONIC LIGHTING AND ELECTRICAL SYSTEMS, INC.","204 Escolta St.,Binondo, Manila",,,30,008-434-068-000 VAT,008-434-068-000
DP215351,HOPE ADHESIVE PAPER PRODUCTS INC,Grace Park Brgy 44Caloocan City,,,30,000-295-365-000 VAT,000-295-365-000
DP215352,"FPG INSURANCE CO., INC.",Ramon Magsaysay AvenueDavao City,,,0,000-455-062-002 VAT,000-455-062-002
DP215353,NISSAN GALLERY ORTIGAS,80 E. Rodriquez Ave.Quezon City,,,0,002-919-431-000 VAT,002-919-431-000
DP215354,VICENTE DALIWAG,,,,0,,
DP215355,JENENINE F. BOLON,HO Acctg.,,,0,,
DP215356,"REINHARDT I. FORTUITO, JR.",bacolod,,,0,,
DP215357,CHEMOSCIENCE PHILS. INC.,2825 Park Ave. Pasay City,,,0,009-009-402-000 VAT,009-009-402-000
DP215358,"THE MERCANTILE INSURANCE CO., INC.","J. P. Laurel Avenue,Davao City",,,0,000-825-516-005 VAT,000-825-516-005
DP215359,S&R MEMBERSHIP SHOPPING - CONGRESSIONAL,"No. 30 Congressional Ave.Bgy. Ramon Magsaysay BagoBantay, Q. C.",,,0,,
DP215360,BASE AUTOCARE & GENERAL SERVICES,"Legaspi City, Albay",,,0,948-130-881-001 NON VAT,
DP215361,OLIVER INDUSTRIAL PRODUCTS,"San Isidro, Diversion Rd.Brgy.Buhangin, Davao City",,,0,277-799-513-000 VAT,277-799-513-000
DP215362,COMPUTER WORLD MARKETING,Padre Gomez St. Brgy.34-D Davao City,,,0,115-707-189-000 VAT,115-707-189-000
DP215363,SKYSTAR HARDWARE,"Km.6 Along Cabantian RoadBuhangin, Davao City",,,0,480-316-096-000 VAT,480-316-096-000
DP215364,"SUPER STANDARD PLUMBING SUPPLY, INC.","220 Juan dela Cruz St.,Davao City",,,0,000-077-599-000 VAT,000-077-599-000
DP215365,"DAVAO GOLDEN HARDWARE, INC.","Km. 3 McArthur Highway,Matina, Davao City",,,0,000-074-008-001 VAT,000-074-008-001
DP215366,DAVAO HOME INTERIOR INC.,"Dacudao Ave. cor. VinzonSt., Davao City",,,0,006-440-532-000 VAT,006-440-532-000
DP215367,GREENBELT HARDWARE,"McArthur Hi-Way, BangkalBrgy. Talomo",,,0,450-561-771-000 VAT,450-561-771-000
DP215368,UNION GALVASTEEL,"Bo. Ilang, Davao City",,,0,002-645-341-00005 VAT,002-645-341-00005
DP215369,CISA MARKETING CO. INCORPORATED,J. P. Laurel AvenueBajada Davao City,,,0,000-074-291-002 VAT,000-074-291-002
DP215370,FINISHING CONCEPTS CONSTRUCTION SUPPLIES,J. P. Laurel Ave. BajadaDavao City,,,0,109-703-820-000 VAT,109-703-820-000
DP215371,"W.V. NEW DAVAO GOLDSTAR HARDWARE CO., INC.",34 Lapu-Lapu Street AgdaoDavao City,,,0,005-702-964-000 VAT,005-702-964-000
DP215372,SAFECON INDUSTRIES INC.,Sta. Ana Ave Davao City,,,0,004-428-984-000 VAT,004-428-984-000
DP215373,ANG PANDAY CONSTRUCTION SUPPLIES,"Coca-Cola Village, MatinaDavao City",,,0,123-962-303-000 VAT,123-962-303-000
DP215374,CRUZ ELECTRICAL & CONSTRUCTION SUPPLY CORP.,"355 T. Monteverde Ave.,Davao City",,,0,000-074-320-000 VAT,000-074-320-000
DP215375,NICKEL & DIME MARKETING,Juan dela Cruz St.29-C Davao City,,,0,006-439-217-000 VAT,006-439-217-000
DP215376,PRIME POWER INDUSTRIAL SUPPLY,CACC Building MonteverdeSt. Corner Suazo St.Barangay 30-C Davao City,,,0,429-287-543-000 VAT,429-287-543-000
DP215377,CHOY CEREZA,,,,0,,
DP215378,NAZER DENN  D. GOROSPE,P.A. - NL1,,,0,,
DP215379,RUFFY B. MERCADO,P.A. - SL1,,,0,,
DP215380,OLIVER S. GUILLEN,P.A. - NM,,,0,,
DP215381,"GEENGER COMMUNICATIONS, INC","UNIT 201AB METROSTAR BLG.1007 METROPOLITAN AVE.BRGY.STA.CRUZ, MAKATI CITY",,,0,007-000-541-000,007-000-541-000
DP215382,"PHILIPPINE ASSOCIATION OF REAL ESTATE BOARDS,","Cubao, Quezon City",,,0,,
DP215383,ALOHA HOTEL,"2150 ROXAS BLVD.,MALATEMANILA",,526-8088/152,0,,
DP215384,ALDO P. FILOMENO,"Lantic,Carmona, Cavite",,,0,,
DP215385,CECILIA P. PALUPIT,"Sta. Rosa, Laguna",,,0,,
DP215386,MOTORTRADE,"mc arthur hi way,marilao bulcan",,,0,000 266 821 00483,000 266 821 00483
DP215387,RAFFY R. GALINGAN,Quezon City,,,0,,
DP215388,NUTRA BERDE INC.,"24 ldi bldg. 12th avenuesocorro d3, q.c.",HOMER,,0,,
DP215389,KOPYA QUICKPRINT & COPY SHOP,Cagayan de Oro City,,,0,,
DP215390,"CDO BATTERY DEPOT, INC.","Capistrano Complex, Gusa,Cagayan de Oro City",,,0,009-210-728-001 VAT,009-210-728-001
DP215391,ROJEAN AGRI ENTERPRISES,"Estacion, Paniqui, Tarlac",,,0,220-356-915-000 VAT,220-356-915-000
DP215392,GENIEVIVE ORTIZANO,,,,0,,
DP215393,"DEINAR, INC.",,,,0,,
DP215394,AMADA TAN,,,,0,,
DP215395,EUROFRAGANCE PHILIPPINES INC.,B. F. Homes City ofParanaque,,,60,006-651-074-00000 VAT,006-651-074-00000
DP215396,CORE SCIENTIFIC INDUSTRIES,Los Banos Subd. Los BanosLaguna,,,0,113-993-618-000 VAT,113-993-618-000
DP215397,OLIVER GUILLEN,,,,0,,
DP215398,ZHARLY DEE  A. ZAIDE,,,,0,,
DP215399,ALEX SO,,,,0,,
DP215400,ALLHOME CORP.,Balanga City Bataan,,,0,008-541-952-014 VAT,008-541-952-014
DP215401,PAULINE KHATE  F. BAGALANON,,,,0,,
DP215402,HOLY FAMILY SHELL SERVICE STATION,"Dasmarinas, Cavite",,,0,106-983-981-001 VAT,106-983-981-001
DP215403,REJIM BATTERY CENTER,"Bacoor, Cavite",,,0,186-334-266-001 NON VAT,
DP215404,"TRANS EURO SALES AND SERVICES, INC.","Dad East,Gen. Santos City",,,0,464-637-813-002 VAT,464-637-813-002
DP215405,REECE AUTOMOTIVE SUPPLY & GENERAL MERCHANDISE,Cagayan de Oro City,,,0,321-378-155-000 VAT,321-378-155-000
DP215406,FERNA CORPORATION,"San Rafael Village,Navotas City",,,30,004-527-318-000 VAT,004-527-318-000
DP215407,VICTOR FRANCIS  M. GADITANO,P. A. - Metro Manila,,,0,,
DP215408,CFC ANCOP GLOBAL FOUNDATION INC.,"melbuena subd.magsaysaysur,Cabanatuan CityNueva Ecija]",,,0,,
DP215409,EMMAN BATTERY TRADING,"Parang, Marikina City",,,0,244-258-526-000 NON VAT,
DP215410,"SOLANDA ENTERPRISES, INC.","730 anda cor.magallanesst.,intramuros, manila",,527-8261-66,0,000-342-527-000  VAT,000-342-527-000
DP215411,ADIP TESTING AND RESEARCH LABORATORY INC.,"136 b scout fuentebellast.brgy.sacred heart,quezon city",,,0,,
DP215412,EVAN JONEL DOANE  B. DE OCA,Promo Assistant,,,0,,
DP215413,GILMORE P. GILDORE JR.,ilo ilo,,,0,,
DP215414,DON CHRISTYNE CAÑADA,,,,0,,
DP215415,VIOLLY BATARINA,,,,0,,
DP215416,BIOASSETS CORPORATION,"2nd flr.NDN Bldg.,JP Laurel Highway,San Roque,Sto.Thomas,Batangas",,,0,,
DP215417,V3 PESTMASTERS,bacolod city,,,0,006-772-473-000 VAT,006-772-473-000
DP215418,JMARET PUBLICITY & SPECIAL EVENTS,"75 A Tuazon Ave.San RoqueMarikina City,Metro Manil",,,0,205-520-237-000 VAT,205-520-237-000
DP215419,ANALYN C. FRANCISCO,,,,0,,
DP215420,ESTREL'S CARAMEL CAKE,,,,0,,
DP215421,C & K AGRICULTURAL & POULTRY SUPPLY,"City of San Fernando,Pampanga",,,0,110-594-698-000 VAT,110-594-698-000
DP215422,JEREYMAR CORPORATION,Cagayan de Oro City,,,0,461-526-932-002 VAT,461-526-932-002
DP215423,NELSON VELASCO,"15th Ave. Murphy,q. c.",,,0,,
DP215424,WORLD PIT MASTER CUP INC.,,,,0,,
DP215425,ATECH GLASS & ALUMINUM,"P. Tuazon Ave. Cubao,Q. C.",,,0,,
DP215426,JNJ INSTRUMENTATION SALES AND SERVICES INC.,Acacia St Evergreen ExecVillage Antipolo City,GERALS BERNAS,0950-7454915,30,009-226-390-000 VAT,009-226-390-000
DP215427,ITINT COMPUTER & PRINTER SERVICES,"Pili, Camarines Sur",,,0,263-300-990-000 NON VAT,
DP215428,DOMINGO CHUNG III,,,,0,,
DP215429,WISHBONE INTERNET SERVICES,Masbate City,,,0,301-003-907-000 NON VAT,
DP215430,DEOL VETERINARY DISTRIBUTORS CORP.,"Maa, Davao City",,,0,,
DP215431,"BUSINESS COACH, INC.","Unit 201 Richbelt Tower,17 Annapolis St., Green-hills, San Juan City",,,0,007-112-701-000 VAT,007-112-701-000
DP215432,EVARISTO AND SONS SEA TRANSPORT CORP.,"Brgy. Luna, Surigao",,,0,009-719-234-000 VAT,009-719-234-000
DP215433,DISCOVERY CYCLE CENTER,"Sto. Tomas, Davao delNorte",,,0,415-806-024-000 NON VAT,
DP215434,KOPYA DE ORO SERVICES & TRADING,"Brgy. 9, Cagayan de OroCity",,,0,102-098-938-007 VAT,102-098-938-007
DP215435,JOSE EDWIN  M. SISON,Jr. Area Tech. Rep.,,,0,,
DP215436,"ARIVA ACADEMY PHILIPPINES, INC.","Brgy. Don Bosco,Paranaque City",,,0,009-206-771-00000 VAT,009-206-771-00000
DP215437,RECHELLE LYKA  SENDRIJAS,,,,0,,
DP215438,EXPRESS INN CORPORATION,"MJ Cuenco Avenue cor.J. Luna Mabolo, Cebu City",,,0,288-402-687-000 VAT,288-402-687-000
DP215439,IMMANOEL REI  L.  ROMBAOA,Jr. Area Tech.,,,0,,
DP215440,LOLO LAY'S FURNITURE,"Mandaue City, Cebu",,,0,,
DP215441,SANKING ENTERPRISES,162 Ramon MagsaysayAvenue Davao City,,,0,100-077-959-000 VAT,100-077-959-000
DP215442,DY4 VENTURES INC,"mj cuenco ave.cor minast.,mabolo cebu city 6000",,,0,486-769-076-000 VAT,486-769-076-000
DP215443,"ENSIGN MARKETING, INC.",Bacolod City,,,0,005-429-440-0001 VAT,005-429-440-0001
DP215444,RATED REX,,,,0,,
DP215445,ZILPHA LEAH A. ERANA,,,,0,,
DP215446,FRANCIS GADITANO,,,,0,,
DP215447,"CHANDLER (PHILS.), INC.",,,,0,,
DP215448,KIM RACING PARTS AND ACCESORIES,"sta.rita, guiguinto,Bula-can",,,0,229-042-915-002 NON VAT,
DP215449,"JOWELLE'S AUTO PARTS, INC.","cabatuan road,san fermincauayan City, Isabela",,(078)6523438,0,005-524-495-006 VAT,005-524-495-006
DP215450,OWAN TRADING,"77-a luna ave.,brgy.piña-han, Quezon City",,925-9855,0,170-836-312-000 VAT,170-836-312-000
DP215451,JAIRA THERESA P. DOMAOAL,Jr. Area Tech. Rep.,,,0,,
DP215452,EFREN OLIVERON,,,,0,,
DP215453,ROCHELLE T. MIRANDA,,,,0,,
DP215454,MMP FRIENDLY GIFT IDEAS STORE,"2548 Zamora St. Barangay102, Pasay City",,,0,224-747-814-00000 VAT,224-747-814-00000
DP215455,THE FIRST ANALYTICAL SVCS & TECH COOP,62 20th Ave San RoqueCubao Quezon City,,,0,005-216-414-000 VAT,005-216-414-000
DP215456,NIÑO ROBLES,Jr. Area Tech. Rep.,,,0,,
DP215457,"KEY ACTUARIAL INTELLIGENCE, INC.","405 F. Ortigas St., NewZaniga, Mandaluyong City",,720-2370,0,008-121-404-000 VAT,008-121-404-000
DP215458,STACY'S RUBBERIZED PRINTING,Dumaguete City,,,0,947-420-454-000 NON VAT,
DP215459,HOMEPLUS,Tanauan City,,,0,004-149-434-026 VAT,004-149-434-026
DP215460,ORIDO'S FASHION,"Cubao, Quezon City",,,0,287-234-883-000 VAT,287-234-883-000
DP215461,DC PRINTS AND GRAPHIC SERVICES,130 B Maryland St CubaoQuezon City,,,0,443-292-503-000 VAT,443-292-503-000
DP215462,J.D MASTER PRINTER & GENERAL MERCHANDISE,"Sampaloc, Manila",,,0,409-265-116-000 VAT,409-265-116-000
DP215463,GARCIA PETRON SERVICE STATION-2,"Numancia, Aklan",,,0,117-675-780-002 VAT,117-675-780-002
DP215464,ARNEL S. AGPALO,,,,0,,
DP215465,BIG-D SHIRT TAILORING,"Poblacion District,Davao City",,,0,182-835-460-003 VAT,182-835-460-003
DP215466,RAREJOY CO.,"Mandaue City, Cebu",,,0,488-915-845-000 VAT,488-915-845-000
DP215467,ANNA LOUISE LACSON,,,,0,,
DP215468,OLIVE HEALTHCARE,India,,,0,,
DP215469,ASNIA'S HELMET SHOP,"Sto. Nino, Marikina City",,,0,259-117-556-000 NON VAT,
DP215470,"BRENT GROUP PROPERTIES AND HOLDINGS PHILS,INC","30 sgt. esguerra, southtriangle, quezon city",,,0,008-102-240-001 VAT,008-102-240-001
DP215471,FMN INDUSTRIAL CORP,"Guimba, Nueva Ecija",,,0,236-955-310-023 VAT,236-955-310-023
DP215472,CHARLIE T. CHAVEZ,"B3 L40 KHAI COMPOUND,MER-VILLE BRGY 201,PASAY CITY",,,0,,
DP215473,BEYER AUTO SHOP,CEBU CITY,PAUL GERALD BEYER,,0,221-622-370-000N/V,
DP215474,ZERIEL LAYACAN,,,,0,,
DP215475,MANILA-MIDWEST,"BACCOR,CAVTE",,,0,501-500-792-002 N/V,
DP215476,CNT AIR EXPRESS INC.,"Brgy 893, Zone 99, Dist.VI, Sta. Ana, Manila",,,0,000-656-035-000 VAT,000-656-035-000
DP215477,UPS AUTO SHOP,"DAGUPAN CITY, PANGASINAN",,,0,906-221-212-008 NV,
DP215478,BLEU SUN GENERAL MERCHANDISE,293 Zone 28 BinondoManila,,,0,463-670-555-000 NON VAT,
DP215479,MARIA THERESA Y. TUASON,,,,0,,
DP215480,2GO TRAVEL,,,,0,,
DP215481,ALMAYRA MOTORCYCLE ACCESSORIES,Pasig City,,,0,,
DP215482,JIOVANNI NUNEZ,,,,0,,
DP215483,UNION GLOBAL MKTG. CORP.,Cubao Q. C.,,,0,006-515-009-000 VAT,006-515-009-000
DP215484,HANNA TRINA FLORES,,,,0,,
DP215485,NOSOL TIRE SUPPLY,Naga City,,,0,176-775-010-000 NON VAT,
DP215486,NOEL-LITE BATTERY & ELECTRICAL SHOP,"San Fernando, Pampanga",,,0,212-332-835-001 NON VAT,
DP215487,ACM CAR AIRCON REPAIR SERVICES,"Cabanatuan City, NuevaEcija",,,0,160-683-457-000 NON VAT,
DP215488,ABENSON VENTURES INC. - PUREGOLD,"Upper G/F, Puregold CubaoAraneta Center Quezon Cit",,,0,004-149-434-088 VAT,004-149-434-088
DP215489,DEUTSCHE MOTORGERATE INC.,"#10 Tagdalit StreetBrgy. Manresa, 1115Quezon City",,,0,,
DP215490,LCR AUTO SEAT COVER SHOP,cagayan de oro,,,0,168-377-678-000NV,
DP215491,RLH CAR AIRCON REPAIR SHOP,cagayan de oro,,,0,929 713 956 000NV,
DP215492,TIREHUB SALES AND SERVICE CENTER,iligan city,,,0,,434 078 774 000 VAT
